protein	locus	connectivity
ENSMUSP00000034132	ENSMUSG00000031697	78
ENSMUSP00000034133	ENSMUSG00000031698	44
ENSMUSP00000034136	ENSMUSG00000031700	8
ENSMUSP00000034138	ENSMUSG00000031701	10
ENSMUSP00000034140	ENSMUSG00000031703	4
ENSMUSP00000005600	ENSMUSG00000031706	19
ENSMUSP00000019382	ENSMUSG00000031708	13
ENSMUSP00000034146	ENSMUSG00000031710	59
ENSMUSP00000034147	ENSMUSG00000031711	2
ENSMUSP00000034148	ENSMUSG00000031712	113
ENSMUSP00000034150	ENSMUSG00000031714	67
ENSMUSP00000044361	ENSMUSG00000031715	54
ENSMUSP00000112125	ENSMUSG00000031722	43
ENSMUSP00000034159	ENSMUSG00000031723	9
ENSMUSP00000034178	ENSMUSG00000031725	1
ENSMUSP00000034164	ENSMUSG00000031729	3
ENSMUSP00000070303	ENSMUSG00000031730	43
ENSMUSP00000090844	ENSMUSG00000031731	43
ENSMUSP00000034175	ENSMUSG00000031732	11
ENSMUSP00000091002	ENSMUSG00000031734	37
ENSMUSP00000034184	ENSMUSG00000031737	18
ENSMUSP00000034185	ENSMUSG00000031738	1
ENSMUSP00000034187	ENSMUSG00000031740	116
ENSMUSP00000034198	ENSMUSG00000031748	82
ENSMUSP00000034197	ENSMUSG00000031749	21
ENSMUSP00000034200	ENSMUSG00000031750	4
ENSMUSP00000052258	ENSMUSG00000031751	58
ENSMUSP00000034203	ENSMUSG00000031753	12
ENSMUSP00000034204	ENSMUSG00000031754	96
ENSMUSP00000034206	ENSMUSG00000031755	39
ENSMUSP00000034205	ENSMUSG00000031756	111
ENSMUSP00000034207	ENSMUSG00000031757	11
ENSMUSP00000104730	ENSMUSG00000031758	1
ENSMUSP00000034214	ENSMUSG00000031762	46
ENSMUSP00000061109	ENSMUSG00000031765	62
ENSMUSP00000034218	ENSMUSG00000031766	51
ENSMUSP00000104737	ENSMUSG00000031767	2
ENSMUSP00000034220	ENSMUSG00000031770	46
ENSMUSP00000112511	ENSMUSG00000031772	2
ENSMUSP00000034227	ENSMUSG00000031775	7
ENSMUSP00000034228	ENSMUSG00000031776	8
ENSMUSP00000034230	ENSMUSG00000031778	51
ENSMUSP00000034231	ENSMUSG00000031779	58
ENSMUSP00000034232	ENSMUSG00000031780	70
ENSMUSP00000034233	ENSMUSG00000031781	5
ENSMUSP00000034234	ENSMUSG00000031782	30
ENSMUSP00000034235	ENSMUSG00000031783	215
ENSMUSP00000090959	ENSMUSG00000031785	17
ENSMUSP00000053972	ENSMUSG00000031786	2
ENSMUSP00000034239	ENSMUSG00000031787	6
ENSMUSP00000034240	ENSMUSG00000031788	14
ENSMUSP00000069778	ENSMUSG00000031789	40
ENSMUSP00000034243	ENSMUSG00000031790	15
ENSMUSP00000034244	ENSMUSG00000031791	4
ENSMUSP00000034245	ENSMUSG00000031792	1
ENSMUSP00000034249	ENSMUSG00000031796	16
ENSMUSP00000003575	ENSMUSG00000031799	72
ENSMUSP00000034260	ENSMUSG00000031803	17
ENSMUSP00000040236	ENSMUSG00000031805	127
ENSMUSP00000034264	ENSMUSG00000031807	30
ENSMUSP00000034267	ENSMUSG00000031808	25
ENSMUSP00000034268	ENSMUSG00000031811	2
ENSMUSP00000034270	ENSMUSG00000031812	28
ENSMUSP00000034272	ENSMUSG00000031813	4
ENSMUSP00000112116	ENSMUSG00000031816	5
ENSMUSP00000034276	ENSMUSG00000031818	83
ENSMUSP00000034277	ENSMUSG00000031819	3
ENSMUSP00000002473	ENSMUSG00000031820	24
ENSMUSP00000034278	ENSMUSG00000031821	26
ENSMUSP00000034279	ENSMUSG00000031822	2
ENSMUSP00000034280	ENSMUSG00000031823	3
ENSMUSP00000104578	ENSMUSG00000031824	3
ENSMUSP00000034282	ENSMUSG00000031825	3
ENSMUSP00000123590	ENSMUSG00000031826	11
ENSMUSP00000034285	ENSMUSG00000031827	7
ENSMUSP00000090790	ENSMUSG00000031831	11
ENSMUSP00000090789	ENSMUSG00000031832	40
ENSMUSP00000046075	ENSMUSG00000031833	14
ENSMUSP00000034296	ENSMUSG00000031834	209
ENSMUSP00000080117	ENSMUSG00000031835	50
ENSMUSP00000034299	ENSMUSG00000031838	12
ENSMUSP00000034300	ENSMUSG00000031839	19
ENSMUSP00000105720	ENSMUSG00000031840	72
ENSMUSP00000113527	ENSMUSG00000031841	62
ENSMUSP00000105722	ENSMUSG00000031842	55
ENSMUSP00000034304	ENSMUSG00000031844	37
ENSMUSP00000034308	ENSMUSG00000031845	26
ENSMUSP00000034311	ENSMUSG00000031848	66
ENSMUSP00000003659	ENSMUSG00000031849	59
ENSMUSP00000034313	ENSMUSG00000031851	6
ENSMUSP00000034316	ENSMUSG00000031853	16
ENSMUSP00000054763	ENSMUSG00000031858	3
ENSMUSP00000080219	ENSMUSG00000031860	6
ENSMUSP00000034325	ENSMUSG00000031861	23
ENSMUSP00000034326	ENSMUSG00000031862	3
ENSMUSP00000109552	ENSMUSG00000031865	153
ENSMUSP00000063562	ENSMUSG00000031870	134
ENSMUSP00000034339	ENSMUSG00000031871	58
ENSMUSP00000090931	ENSMUSG00000031872	8
ENSMUSP00000034343	ENSMUSG00000031875	9
ENSMUSP00000049315	ENSMUSG00000031877	14
ENSMUSP00000034349	ENSMUSG00000031878	121
ENSMUSP00000090921	ENSMUSG00000031879	1
ENSMUSP00000034351	ENSMUSG00000031880	40
ENSMUSP00000034352	ENSMUSG00000031881	11
ENSMUSP00000052136	ENSMUSG00000031883	3
ENSMUSP00000059382	ENSMUSG00000031885	39
ENSMUSP00000105037	ENSMUSG00000031886	18
ENSMUSP00000034359	ENSMUSG00000031887	74
ENSMUSP00000034361	ENSMUSG00000031889	1
ENSMUSP00000034363	ENSMUSG00000031891	22
ENSMUSP00000034365	ENSMUSG00000031893	2
ENSMUSP00000034368	ENSMUSG00000031896	43
ENSMUSP00000034369	ENSMUSG00000031897	64
ENSMUSP00000034371	ENSMUSG00000031898	4
ENSMUSP00000034375	ENSMUSG00000031901	2
ENSMUSP00000104931	ENSMUSG00000031902	49
ENSMUSP00000034377	ENSMUSG00000031903	24
ENSMUSP00000034378	ENSMUSG00000031904	3
ENSMUSP00000069255	ENSMUSG00000031906	43
ENSMUSP00000034385	ENSMUSG00000031910	6
ENSMUSP00000034388	ENSMUSG00000031913	10
ENSMUSP00000093173	ENSMUSG00000031916	10
ENSMUSP00000034392	ENSMUSG00000031917	183
ENSMUSP00000111316	ENSMUSG00000031918	18
ENSMUSP00000118759	ENSMUSG00000031921	43
ENSMUSP00000034398	ENSMUSG00000031922	61
ENSMUSP00000034400	ENSMUSG00000031924	1
ENSMUSP00000034401	ENSMUSG00000031925	1
ENSMUSP00000034405	ENSMUSG00000031928	107
ENSMUSP00000034407	ENSMUSG00000031930	29
ENSMUSP00000111289	ENSMUSG00000031932	10
ENSMUSP00000034409	ENSMUSG00000031933	3
ENSMUSP00000053557	ENSMUSG00000031934	22
ENSMUSP00000034411	ENSMUSG00000031935	43
ENSMUSP00000034412	ENSMUSG00000031936	9
ENSMUSP00000034414	ENSMUSG00000031938	2
ENSMUSP00000034415	ENSMUSG00000031939	7
ENSMUSP00000090808	ENSMUSG00000031948	128
ENSMUSP00000034427	ENSMUSG00000031949	7
ENSMUSP00000034428	ENSMUSG00000031950	16
ENSMUSP00000034432	ENSMUSG00000031954	5
ENSMUSP00000104765	ENSMUSG00000031955	92
ENSMUSP00000034435	ENSMUSG00000031957	26
ENSMUSP00000068086	ENSMUSG00000031958	26
ENSMUSP00000034441	ENSMUSG00000031960	56
ENSMUSP00000034443	ENSMUSG00000031962	32
ENSMUSP00000071872	ENSMUSG00000031963	31
ENSMUSP00000052591	ENSMUSG00000031965	30
ENSMUSP00000001520	ENSMUSG00000031967	14
ENSMUSP00000054370	ENSMUSG00000031969	11
ENSMUSP00000074420	ENSMUSG00000031970	6
ENSMUSP00000075011	ENSMUSG00000031974	9
ENSMUSP00000034460	ENSMUSG00000031979	23
ENSMUSP00000066488	ENSMUSG00000031980	56
ENSMUSP00000090717	ENSMUSG00000031981	3
ENSMUSP00000034463	ENSMUSG00000031982	1
ENSMUSP00000034466	ENSMUSG00000031985	32
ENSMUSP00000034469	ENSMUSG00000031987	27
ENSMUSP00000034470	ENSMUSG00000031988	4
ENSMUSP00000034472	ENSMUSG00000031990	58
ENSMUSP00000034473	ENSMUSG00000031991	3
ENSMUSP00000034475	ENSMUSG00000031993	4
ENSMUSP00000069644	ENSMUSG00000031994	4
ENSMUSP00000034478	ENSMUSG00000031995	22
ENSMUSP00000071125	ENSMUSG00000031996	48
ENSMUSP00000057965	ENSMUSG00000031997	44
ENSMUSP00000013949	ENSMUSG00000032000	88
ENSMUSP00000034499	ENSMUSG00000032002	1
ENSMUSP00000056240	ENSMUSG00000032006	17
ENSMUSP00000034507	ENSMUSG00000032009	5
ENSMUSP00000034508	ENSMUSG00000032010	62
ENSMUSP00000034509	ENSMUSG00000032011	65
ENSMUSP00000034510	ENSMUSG00000032012	88
ENSMUSP00000034511	ENSMUSG00000032013	5
ENSMUSP00000034512	ENSMUSG00000032014	6
ENSMUSP00000034513	ENSMUSG00000032015	183
ENSMUSP00000110515	ENSMUSG00000032017	6
ENSMUSP00000057354	ENSMUSG00000032018	45
ENSMUSP00000043865	ENSMUSG00000032020	7
ENSMUSP00000034519	ENSMUSG00000032021	8
ENSMUSP00000034522	ENSMUSG00000032024	6
ENSMUSP00000034524	ENSMUSG00000032026	13
ENSMUSP00000034529	ENSMUSG00000032030	25
ENSMUSP00000112314	ENSMUSG00000032033	151
ENSMUSP00000034533	ENSMUSG00000032034	26
ENSMUSP00000023612	ENSMUSG00000032035	40
ENSMUSP00000034534	ENSMUSG00000032035	209
ENSMUSP00000110801	ENSMUSG00000032036	12
ENSMUSP00000034537	ENSMUSG00000032038	32
ENSMUSP00000034539	ENSMUSG00000032040	17
ENSMUSP00000091395	ENSMUSG00000032041	51
ENSMUSP00000034541	ENSMUSG00000032042	96
ENSMUSP00000034543	ENSMUSG00000032044	5
ENSMUSP00000053558	ENSMUSG00000032046	7
ENSMUSP00000034547	ENSMUSG00000032047	87
ENSMUSP00000034550	ENSMUSG00000032048	49
ENSMUSP00000000590	ENSMUSG00000032050	66
ENSMUSP00000034552	ENSMUSG00000032051	10
ENSMUSP00000034554	ENSMUSG00000032053	49
ENSMUSP00000110074	ENSMUSG00000032056	11
ENSMUSP00000034558	ENSMUSG00000032057	1
ENSMUSP00000034560	ENSMUSG00000032058	45
ENSMUSP00000034561	ENSMUSG00000032059	4
ENSMUSP00000091371	ENSMUSG00000032060	59
ENSMUSP00000034566	ENSMUSG00000032064	17
ENSMUSP00000034568	ENSMUSG00000032065	16
ENSMUSP00000034570	ENSMUSG00000032067	90
ENSMUSP00000110118	ENSMUSG00000032068	1
ENSMUSP00000083073	ENSMUSG00000032076	40
ENSMUSP00000074490	ENSMUSG00000032077	3
ENSMUSP00000117725	ENSMUSG00000032078	40
ENSMUSP00000113413	ENSMUSG00000032079	43
ENSMUSP00000034585	ENSMUSG00000032080	48
ENSMUSP00000113126	ENSMUSG00000032081	49
ENSMUSP00000034588	ENSMUSG00000032083	101
ENSMUSP00000034590	ENSMUSG00000032085	59
ENSMUSP00000034591	ENSMUSG00000032086	62
ENSMUSP00000034592	ENSMUSG00000032087	22
ENSMUSP00000034594	ENSMUSG00000032089	70
ENSMUSP00000034599	ENSMUSG00000032091	7
ENSMUSP00000034600	ENSMUSG00000032092	11
ENSMUSP00000099896	ENSMUSG00000032093	99
ENSMUSP00000034602	ENSMUSG00000032094	83
ENSMUSP00000034607	ENSMUSG00000032096	51
ENSMUSP00000096435	ENSMUSG00000032097	80
ENSMUSP00000034609	ENSMUSG00000032098	34
ENSMUSP00000034610	ENSMUSG00000032099	6
ENSMUSP00000034612	ENSMUSG00000032101	19
ENSMUSP00000034615	ENSMUSG00000032103	15
ENSMUSP00000034618	ENSMUSG00000032105	40
ENSMUSP00000034619	ENSMUSG00000032108	2
ENSMUSP00000034621	ENSMUSG00000032109	42
ENSMUSP00000034620	ENSMUSG00000032110	32
ENSMUSP00000034623	ENSMUSG00000032112	67
ENSMUSP00000034625	ENSMUSG00000032113	96
ENSMUSP00000034624	ENSMUSG00000032114	44
ENSMUSP00000068594	ENSMUSG00000032115	103
ENSMUSP00000083271	ENSMUSG00000032116	16
ENSMUSP00000034630	ENSMUSG00000032118	8
ENSMUSP00000034629	ENSMUSG00000032119	52
ENSMUSP00000065233	ENSMUSG00000032120	7
ENSMUSP00000034632	ENSMUSG00000032121	2
ENSMUSP00000034638	ENSMUSG00000032122	12
ENSMUSP00000056282	ENSMUSG00000032123	46
ENSMUSP00000110698	ENSMUSG00000032125	19
ENSMUSP00000076575	ENSMUSG00000032126	86
ENSMUSP00000095166	ENSMUSG00000032126	1
ENSMUSP00000034644	ENSMUSG00000032127	71
ENSMUSP00000110690	ENSMUSG00000032128	41
ENSMUSP00000034648	ENSMUSG00000032131	35
ENSMUSP00000034653	ENSMUSG00000032134	14
ENSMUSP00000034650	ENSMUSG00000032135	67
ENSMUSP00000034689	ENSMUSG00000032171	97
ENSMUSP00000019616	ENSMUSG00000032174	23
ENSMUSP00000001036	ENSMUSG00000032175	132
ENSMUSP00000037025	ENSMUSG00000032177	59
ENSMUSP00000065770	ENSMUSG00000032178	16
ENSMUSP00000012281	ENSMUSG00000032179	26
ENSMUSP00000034698	ENSMUSG00000032180	4
ENSMUSP00000034699	ENSMUSG00000032181	16
ENSMUSP00000111052	ENSMUSG00000032185	92
ENSMUSP00000096152	ENSMUSG00000032186	5
ENSMUSP00000096547	ENSMUSG00000032187	110
ENSMUSP00000034709	ENSMUSG00000032191	13
ENSMUSP00000076155	ENSMUSG00000032192	53
ENSMUSP00000034713	ENSMUSG00000032193	91
ENSMUSP00000034717	ENSMUSG00000032194	3
ENSMUSP00000034728	ENSMUSG00000032198	3
ENSMUSP00000034722	ENSMUSG00000032202	44
ENSMUSP00000050127	ENSMUSG00000032204	12
ENSMUSP00000034731	ENSMUSG00000032207	83
ENSMUSP00000049112	ENSMUSG00000032212	6
ENSMUSP00000109133	ENSMUSG00000032215	22
ENSMUSP00000034737	ENSMUSG00000032215	6
ENSMUSP00000070266	ENSMUSG00000032215	39
ENSMUSP00000034740	ENSMUSG00000032216	58
ENSMUSP00000034739	ENSMUSG00000032217	16
ENSMUSP00000034742	ENSMUSG00000032218	167
ENSMUSP00000034745	ENSMUSG00000032220	2
ENSMUSP00000034746	ENSMUSG00000032221	15
ENSMUSP00000034751	ENSMUSG00000032226	8
ENSMUSP00000034755	ENSMUSG00000032228	196
ENSMUSP00000034756	ENSMUSG00000032231	74
ENSMUSP00000072672	ENSMUSG00000032232	10
ENSMUSP00000034761	ENSMUSG00000032235	3
ENSMUSP00000034766	ENSMUSG00000032238	90
ENSMUSP00000034763	ENSMUSG00000032239	45
ENSMUSP00000034774	ENSMUSG00000032243	79
ENSMUSP00000034775	ENSMUSG00000032244	8
ENSMUSP00000034776	ENSMUSG00000032245	29
ENSMUSP00000034777	ENSMUSG00000032246	15
ENSMUSP00000082652	ENSMUSG00000032249	30
ENSMUSP00000108871	ENSMUSG00000032251	3
ENSMUSP00000034785	ENSMUSG00000032252	17
ENSMUSP00000034787	ENSMUSG00000032253	26
ENSMUSP00000034815	ENSMUSG00000032254	69
ENSMUSP00000034792	ENSMUSG00000032257	17
ENSMUSP00000034791	ENSMUSG00000032258	18
ENSMUSP00000075170	ENSMUSG00000032259	51
ENSMUSP00000034796	ENSMUSG00000032262	5
ENSMUSP00000112236	ENSMUSG00000032263	41
ENSMUSP00000034803	ENSMUSG00000032264	83
ENSMUSP00000047467	ENSMUSG00000032267	6
ENSMUSP00000064527	ENSMUSG00000032268	7
ENSMUSP00000003826	ENSMUSG00000032269	6
ENSMUSP00000034808	ENSMUSG00000032271	23
ENSMUSP00000034811	ENSMUSG00000032274	90
ENSMUSP00000034818	ENSMUSG00000032279	45
ENSMUSP00000034820	ENSMUSG00000032280	16
ENSMUSP00000034822	ENSMUSG00000032281	10
ENSMUSP00000070413	ENSMUSG00000032285	19
ENSMUSP00000034827	ENSMUSG00000032288	104
ENSMUSP00000096257	ENSMUSG00000032289	15
ENSMUSP00000034832	ENSMUSG00000032290	1
ENSMUSP00000034830	ENSMUSG00000032291	45
ENSMUSP00000034831	ENSMUSG00000032292	246
ENSMUSP00000034843	ENSMUSG00000032293	50
ENSMUSP00000034834	ENSMUSG00000032294	163
ENSMUSP00000034836	ENSMUSG00000032295	19
ENSMUSP00000034842	ENSMUSG00000032298	33
ENSMUSP00000069078	ENSMUSG00000032299	5
ENSMUSP00000034848	ENSMUSG00000032301	71
ENSMUSP00000034851	ENSMUSG00000032303	8
ENSMUSP00000034856	ENSMUSG00000032306	79
ENSMUSP00000059798	ENSMUSG00000032307	1
ENSMUSP00000059947	ENSMUSG00000032308	8
ENSMUSP00000034859	ENSMUSG00000032309	2
ENSMUSP00000034860	ENSMUSG00000032310	112
ENSMUSP00000079037	ENSMUSG00000032311	7
ENSMUSP00000034863	ENSMUSG00000032312	115
ENSMUSP00000034866	ENSMUSG00000032314	146
ENSMUSP00000034865	ENSMUSG00000032315	141
ENSMUSP00000067341	ENSMUSG00000032316	4
ENSMUSP00000034869	ENSMUSG00000032318	18
ENSMUSP00000109915	ENSMUSG00000032320	6
ENSMUSP00000055823	ENSMUSG00000032322	15
ENSMUSP00000034874	ENSMUSG00000032323	62
ENSMUSP00000096320	ENSMUSG00000032324	45
ENSMUSP00000034880	ENSMUSG00000032327	16
ENSMUSP00000034878	ENSMUSG00000032328	19
ENSMUSP00000034879	ENSMUSG00000032329	3
ENSMUSP00000034881	ENSMUSG00000032330	98
ENSMUSP00000080194	ENSMUSG00000032332	12
ENSMUSP00000057406	ENSMUSG00000032334	14
ENSMUSP00000082793	ENSMUSG00000032336	21
ENSMUSP00000034889	ENSMUSG00000032338	33
ENSMUSP00000063656	ENSMUSG00000032340	32
ENSMUSP00000034896	ENSMUSG00000032342	38
ENSMUSP00000108876	ENSMUSG00000032343	3
ENSMUSP00000034900	ENSMUSG00000032346	14
ENSMUSP00000034903	ENSMUSG00000032348	98
ENSMUSP00000034904	ENSMUSG00000032349	10
ENSMUSP00000034905	ENSMUSG00000032350	59
ENSMUSP00000050091	ENSMUSG00000032352	2
ENSMUSP00000058723	ENSMUSG00000032353	6
ENSMUSP00000034912	ENSMUSG00000032356	54
ENSMUSP00000034911	ENSMUSG00000032357	8
ENSMUSP00000034915	ENSMUSG00000032359	35
ENSMUSP00000058230	ENSMUSG00000032360	6
ENSMUSP00000108682	ENSMUSG00000032363	6
ENSMUSP00000034928	ENSMUSG00000032366	92
ENSMUSP00000068858	ENSMUSG00000032368	36
ENSMUSP00000108671	ENSMUSG00000032369	16
ENSMUSP00000034929	ENSMUSG00000032370	27
ENSMUSP00000034932	ENSMUSG00000032372	21
ENSMUSP00000071786	ENSMUSG00000032373	20
ENSMUSP00000068611	ENSMUSG00000032374	36
ENSMUSP00000056476	ENSMUSG00000032375	9
ENSMUSP00000034941	ENSMUSG00000032377	4
ENSMUSP00000034944	ENSMUSG00000032380	15
ENSMUSP00000034945	ENSMUSG00000032381	23
ENSMUSP00000034946	ENSMUSG00000032382	23
ENSMUSP00000034947	ENSMUSG00000032383	70
ENSMUSP00000034949	ENSMUSG00000032384	14
ENSMUSP00000034952	ENSMUSG00000032386	1
ENSMUSP00000034955	ENSMUSG00000032388	13
ENSMUSP00000034960	ENSMUSG00000032393	17
ENSMUSP00000034961	ENSMUSG00000032394	1
ENSMUSP00000113503	ENSMUSG00000032396	3
ENSMUSP00000034964	ENSMUSG00000032397	51
ENSMUSP00000034965	ENSMUSG00000032398	25
ENSMUSP00000034966	ENSMUSG00000032399	294
ENSMUSP00000112790	ENSMUSG00000032400	125
ENSMUSP00000034969	ENSMUSG00000032401	10
ENSMUSP00000109564	ENSMUSG00000032402	155
ENSMUSP00000096248	ENSMUSG00000032405	63
ENSMUSP00000078602	ENSMUSG00000032407	5
ENSMUSP00000034980	ENSMUSG00000032409	45
ENSMUSP00000034981	ENSMUSG00000032410	47
ENSMUSP00000034982	ENSMUSG00000032411	153
ENSMUSP00000034983	ENSMUSG00000032412	2
ENSMUSP00000034984	ENSMUSG00000032413	8
ENSMUSP00000113549	ENSMUSG00000032415	1
ENSMUSP00000059100	ENSMUSG00000032418	18
ENSMUSP00000034989	ENSMUSG00000032418	18
ENSMUSP00000034991	ENSMUSG00000032419	24
ENSMUSP00000034992	ENSMUSG00000032420	111
ENSMUSP00000034995	ENSMUSG00000032422	1
ENSMUSP00000063744	ENSMUSG00000032423	53
ENSMUSP00000081941	ENSMUSG00000032431	9
ENSMUSP00000035007	ENSMUSG00000032434	3
ENSMUSP00000035366	ENSMUSG00000032435	18
ENSMUSP00000095926	ENSMUSG00000032436	2
ENSMUSP00000035010	ENSMUSG00000032437	17
ENSMUSP00000062333	ENSMUSG00000032440	67
ENSMUSP00000035020	ENSMUSG00000032446	79
ENSMUSP00000082302	ENSMUSG00000032449	2
ENSMUSP00000035027	ENSMUSG00000032452	2
ENSMUSP00000035029	ENSMUSG00000032454	20
ENSMUSP00000035031	ENSMUSG00000032456	42
ENSMUSP00000035033	ENSMUSG00000032458	41
ENSMUSP00000035034	ENSMUSG00000032459	40
ENSMUSP00000035037	ENSMUSG00000032462	193
ENSMUSP00000035038	ENSMUSG00000032463	26
ENSMUSP00000070991	ENSMUSG00000032469	5
ENSMUSP00000112407	ENSMUSG00000032470	37
ENSMUSP00000108503	ENSMUSG00000032473	36
ENSMUSP00000112221	ENSMUSG00000032475	95
ENSMUSP00000091882	ENSMUSG00000032477	56
ENSMUSP00000035053	ENSMUSG00000032478	87
ENSMUSP00000035055	ENSMUSG00000032479	13
ENSMUSP00000062622	ENSMUSG00000032480	1
ENSMUSP00000086094	ENSMUSG00000032481	27
ENSMUSP00000035058	ENSMUSG00000032482	13
ENSMUSP00000035061	ENSMUSG00000032484	16
ENSMUSP00000095953	ENSMUSG00000032485	39
ENSMUSP00000035065	ENSMUSG00000032487	230
ENSMUSP00000035069	ENSMUSG00000032491	3
ENSMUSP00000006005	ENSMUSG00000032492	50
ENSMUSP00000035075	ENSMUSG00000032494	49
ENSMUSP00000035076	ENSMUSG00000032495	9
ENSMUSP00000035077	ENSMUSG00000032496	42
ENSMUSP00000095943	ENSMUSG00000032497	3
ENSMUSP00000035079	ENSMUSG00000032498	114
ENSMUSP00000068834	ENSMUSG00000032501	15
ENSMUSP00000035083	ENSMUSG00000032502	4
ENSMUSP00000107503	ENSMUSG00000032503	9
ENSMUSP00000107492	ENSMUSG00000032504	24
ENSMUSP00000114075	ENSMUSG00000032507	6
ENSMUSP00000035092	ENSMUSG00000032508	182
ENSMUSP00000112838	ENSMUSG00000032511	36
ENSMUSP00000042509	ENSMUSG00000032512	35
ENSMUSP00000035099	ENSMUSG00000032513	10
ENSMUSP00000035101	ENSMUSG00000032515	4
ENSMUSP00000071084	ENSMUSG00000032517	18
ENSMUSP00000087466	ENSMUSG00000032518	90
ENSMUSP00000035106	ENSMUSG00000032519	1
ENSMUSP00000035112	ENSMUSG00000032525	3
ENSMUSP00000069801	ENSMUSG00000032526	38
ENSMUSP00000035116	ENSMUSG00000032527	29
ENSMUSP00000035115	ENSMUSG00000032528	7
ENSMUSP00000121113	ENSMUSG00000032531	2
ENSMUSP00000056998	ENSMUSG00000032532	60
ENSMUSP00000091306	ENSMUSG00000032534	55
ENSMUSP00000044482	ENSMUSG00000032536	9
ENSMUSP00000035129	ENSMUSG00000032537	23
ENSMUSP00000122274	ENSMUSG00000032540	42
ENSMUSP00000035142	ENSMUSG00000032547	57
ENSMUSP00000035148	ENSMUSG00000032548	7
ENSMUSP00000035155	ENSMUSG00000032549	3
ENSMUSP00000035157	ENSMUSG00000032553	91
ENSMUSP00000108264	ENSMUSG00000032554	27
ENSMUSP00000035164	ENSMUSG00000032555	71
ENSMUSP00000035165	ENSMUSG00000032556	17
ENSMUSP00000035166	ENSMUSG00000032557	9
ENSMUSP00000112215	ENSMUSG00000032558	20
ENSMUSP00000035170	ENSMUSG00000032560	2
ENSMUSP00000055206	ENSMUSG00000032560	1
ENSMUSP00000059889	ENSMUSG00000032561	19
ENSMUSP00000057543	ENSMUSG00000032562	131
ENSMUSP00000035177	ENSMUSG00000032563	109
ENSMUSP00000035179	ENSMUSG00000032565	12
ENSMUSP00000035181	ENSMUSG00000032567	1
ENSMUSP00000082220	ENSMUSG00000032570	13
ENSMUSP00000067400	ENSMUSG00000032571	8
ENSMUSP00000112472	ENSMUSG00000032572	2
ENSMUSP00000066534	ENSMUSG00000032575	54
ENSMUSP00000035194	ENSMUSG00000032577	15
ENSMUSP00000082183	ENSMUSG00000032578	66
ENSMUSP00000035196	ENSMUSG00000032579	32
ENSMUSP00000035199	ENSMUSG00000032580	98
ENSMUSP00000107942	ENSMUSG00000032582	6
ENSMUSP00000035202	ENSMUSG00000032583	3
ENSMUSP00000035203	ENSMUSG00000032584	35
ENSMUSP00000040001	ENSMUSG00000032586	21
ENSMUSP00000035208	ENSMUSG00000032589	17
ENSMUSP00000080058	ENSMUSG00000032590	16
ENSMUSP00000035211	ENSMUSG00000032591	31
ENSMUSP00000035214	ENSMUSG00000032594	36
ENSMUSP00000035215	ENSMUSG00000032595	1
ENSMUSP00000035216	ENSMUSG00000032596	26
ENSMUSP00000035218	ENSMUSG00000032598	55
ENSMUSP00000082091	ENSMUSG00000032599	22
ENSMUSP00000035220	ENSMUSG00000032601	20
ENSMUSP00000035222	ENSMUSG00000032602	20
ENSMUSP00000006838	ENSMUSG00000032604	67
ENSMUSP00000035227	ENSMUSG00000032606	17
ENSMUSP00000035230	ENSMUSG00000032607	53
ENSMUSP00000035237	ENSMUSG00000032612	18
ENSMUSP00000099756	ENSMUSG00000032615	85
ENSMUSP00000104945	ENSMUSG00000032621	20
ENSMUSP00000094528	ENSMUSG00000032624	19
ENSMUSP00000091696	ENSMUSG00000032633	22
ENSMUSP00000035415	ENSMUSG00000032637	10
ENSMUSP00000047487	ENSMUSG00000032640	5
ENSMUSP00000047630	ENSMUSG00000032641	5
ENSMUSP00000040150	ENSMUSG00000032643	24
ENSMUSP00000047564	ENSMUSG00000032648	52
ENSMUSP00000037532	ENSMUSG00000032649	3
ENSMUSP00000107569	ENSMUSG00000032652	8
ENSMUSP00000047946	ENSMUSG00000032656	9
ENSMUSP00000035588	ENSMUSG00000032661	13
ENSMUSP00000062670	ENSMUSG00000032667	16
ENSMUSP00000048099	ENSMUSG00000032673	6
ENSMUSP00000048041	ENSMUSG00000032679	7
ENSMUSP00000099932	ENSMUSG00000032688	44
ENSMUSP00000080209	ENSMUSG00000032690	21
ENSMUSP00000078440	ENSMUSG00000032691	47
ENSMUSP00000106770	ENSMUSG00000032698	56
ENSMUSP00000042177	ENSMUSG00000032702	1
ENSMUSP00000043049	ENSMUSG00000032705	6
ENSMUSP00000041180	ENSMUSG00000032712	4
ENSMUSP00000043085	ENSMUSG00000032714	48
ENSMUSP00000041747	ENSMUSG00000032715	15
ENSMUSP00000069915	ENSMUSG00000032717	23
ENSMUSP00000091692	ENSMUSG00000032725	22
ENSMUSP00000037779	ENSMUSG00000032726	32
ENSMUSP00000060225	ENSMUSG00000032733	1
ENSMUSP00000041243	ENSMUSG00000032735	15
ENSMUSP00000048057	ENSMUSG00000032737	51
ENSMUSP00000057065	ENSMUSG00000032739	6
ENSMUSP00000048978	ENSMUSG00000032740	9
ENSMUSP00000042188	ENSMUSG00000032741	18
ENSMUSP00000040576	ENSMUSG00000032744	30
ENSMUSP00000112080	ENSMUSG00000032745	3
ENSMUSP00000041951	ENSMUSG00000032750	13
ENSMUSP00000044877	ENSMUSG00000032757	17
